,Bundesland,Landkreis,date,infected,log(infected+1)
0,Nordrhein-Westfalen,Aachen,10-03,2.0,1.0986122886681098
1,Nordrhein-Westfalen,Aachen Städte,10-03,3.0,1.3862943611198906
2,Sachsen-Anhalt,Anhalt-Zerbst,10-03,0.0,0.0
3,Sachsen-Anhalt,Bitterfeld,10-03,0.0,0.0
4,Sachsen-Anhalt,Köthen,10-03,0.0,0.0
5,Sachsen,Bautzen,10-03,0.0,0.0
6,Sachsen,Kamenz,10-03,0.0,0.0
7,Sachsen-Anhalt,Bördekreis,10-03,0.0,0.0
8,Sachsen-Anhalt,Ohrekreis,10-03,0.0,0.0
9,Niedersachsen,Cuxhaven,10-03,2.0,1.0986122886681098
10,Niedersachsen,Oldenburg,10-03,1.0,0.6931471805599453
11,Sachsen,Annaberg,10-03,0.0,0.0
12,Sachsen,Aue-Schwarzenberg,10-03,0.0,0.0
13,Sachsen,Mittlerer Erzgebirgskreis,10-03,0.0,0.0
14,Sachsen,Stollberg,10-03,0.0,0.0
15,Sachsen,Görlitz Städte,10-03,0.0,0.0
16,Sachsen,Löbau-Zittau,10-03,0.0,0.0
17,Sachsen,Niederschlesischer Oberlausitzkreis,10-03,0.0,0.0
18,Niedersachsen,Göttingen,10-03,0.0,0.0
19,Niedersachsen,Osterode,10-03,0.0,0.0
20,Sachsen-Anhalt,Halberstadt,10-03,0.0,0.0
21,Sachsen-Anhalt,Quedlinburg,10-03,0.0,0.0
22,Sachsen-Anhalt,Wernigerode,10-03,0.0,0.0
23,Sachsen,Leipziger Land,10-03,1.0,0.6931471805599453
24,Sachsen,Muldentalkreis,10-03,0.0,0.0
25,Mecklenburg-Vorpommern,Ludwigslust,10-03,0.0,0.0
26,Mecklenburg-Vorpommern,Parchim,10-03,0.0,0.0
27,Sachsen-Anhalt,Mansfelder Land,10-03,0.0,0.0
28,Sachsen-Anhalt,Sangerhausen,10-03,0.0,0.0
29,Mecklenburg-Vorpommern,Demmin,10-03,1.0,0.6931471805599453
30,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,10-03,1.0,0.6931471805599453
31,Mecklenburg-Vorpommern,Müritz,10-03,1.0,0.6931471805599453
32,Mecklenburg-Vorpommern,Neubrandenburg Städte,10-03,0.0,0.0
33,Sachsen,Meißen,10-03,0.0,0.0
34,Sachsen,Riesa-Großenhain,10-03,0.0,0.0
35,Sachsen,Delitzsch,10-03,0.0,0.0
36,Sachsen,Torgau-Oschatz,10-03,0.0,0.0
37,Mecklenburg-Vorpommern,Nordwestmecklenburg,10-03,0.0,0.0
38,Mecklenburg-Vorpommern,Wismar Städte,10-03,0.0,0.0
39,Mecklenburg-Vorpommern,Bad Doberan,10-03,0.0,0.0
40,Mecklenburg-Vorpommern,Güstrow,10-03,0.0,0.0
41,Sachsen-Anhalt,Merseburg-Querfurt,10-03,0.0,0.0
42,Sachsen-Anhalt,Saalkreis,10-03,0.0,0.0
43,Sachsen,Sächsische Schweiz,10-03,1.0,0.6931471805599453
44,Sachsen,Weißeritzkreis,10-03,1.0,0.6931471805599453
45,Sachsen-Anhalt,Aschersleben-Staßfurt,10-03,0.0,0.0
46,Sachsen-Anhalt,Bernburg,10-03,0.0,0.0
47,Sachsen-Anhalt,Schönebeck,10-03,0.0,0.0
48,Sachsen,Plauen Städte,10-03,0.0,0.0
49,Sachsen,Vogtlandkreis,10-03,0.0,0.0
50,Mecklenburg-Vorpommern,Greifswald Städte,10-03,0.0,0.0
51,Mecklenburg-Vorpommern,Ostvorpommern,10-03,1.0,0.6931471805599453
52,Mecklenburg-Vorpommern,Uecker-Randow,10-03,1.0,0.6931471805599453
53,Mecklenburg-Vorpommern,Nordvorpommern,10-03,1.0,0.6931471805599453
54,Mecklenburg-Vorpommern,Rügen,10-03,1.0,0.6931471805599453
55,Mecklenburg-Vorpommern,Stralsund Städte,10-03,0.0,0.0
56,Sachsen-Anhalt,Burgenlandkreis,10-03,0.0,0.0
57,Sachsen-Anhalt,Weißenfels,10-03,0.0,0.0
58,Sachsen,Chemnitzer Land,10-03,0.0,0.0
59,Sachsen,Zwickau Städte,10-03,0.0,0.0
60,Sachsen,Zwickauer Land,10-03,0.0,0.0
61,Rheinland-Pfalz,Ahrweiler,10-03,0.0,0.0
62,Bayern,Aichach-Friedberg,10-03,0.0,0.0
63,Baden-Württemberg,Alb-Donau,10-03,0.0,0.0
64,Thüringen,Altenburger Land,10-03,0.0,0.0
65,Rheinland-Pfalz,Altenkirchen,10-03,0.0,0.0
66,Bayern,Altötting,10-03,0.0,0.0
67,Rheinland-Pfalz,Alzey-Worms,10-03,0.0,0.0
68,Bayern,Amberg Städte,10-03,0.0,0.0
69,Bayern,Amberg-Sulzbach,10-03,0.0,0.0
70,Bayern,Ansbach,10-03,0.0,0.0
71,Bayern,Ansbach Städte,10-03,0.0,0.0
72,Bayern,Aschaffenburg,10-03,0.0,0.0
73,Bayern,Aschaffenburg Städte,10-03,0.0,0.0
74,Bayern,Augsburg,10-03,0.0,0.0
75,Bayern,Augsburg Städte,10-03,0.0,0.0
76,Rheinland-Pfalz,Bad Dürkheim,10-03,4.0,1.6094379124341003
77,Bayern,Bad Kissingen,10-03,1.0,0.6931471805599453
78,Rheinland-Pfalz,Bad Kreuznach,10-03,0.0,0.0
79,Bayern,Bad Tölz-Wolfratshausen,10-03,0.0,0.0
80,Baden-Württemberg,Baden-Baden Städte,10-03,0.0,0.0
81,Bayern,Bamberg,10-03,0.0,0.0
82,Bayern,Bamberg Städte,10-03,0.0,0.0
83,Brandenburg,Barnim,10-03,0.0,0.0
84,Bayern,Bayreuth,10-03,0.0,0.0
85,Bayern,Bayreuth Städte,10-03,0.0,0.0
86,Bayern,Berchtesgadener Land,10-03,0.0,0.0
87,Hessen,Bergstraße,10-03,1.0,0.6931471805599453
88,Berlin,Berlin,10-03,31.0,3.4657359027997265
89,Rheinland-Pfalz,Bernkastel-Wittlich,10-03,0.0,0.0
90,Baden-Württemberg,Biberach,10-03,2.0,1.0986122886681098
91,Nordrhein-Westfalen,Bielefeld Städte,10-03,0.0,0.0
92,Rheinland-Pfalz,Birkenfeld,10-03,0.0,0.0
93,Rheinland-Pfalz,Bitburg-Prüm,10-03,1.0,0.6931471805599453
94,Baden-Württemberg,Böblingen,10-03,3.0,1.3862943611198906
95,Nordrhein-Westfalen,Bochum Städte,10-03,2.0,1.0986122886681098
96,Baden-Württemberg,Bodensee,10-03,1.0,0.6931471805599453
97,Nordrhein-Westfalen,Bonn Städte,10-03,3.0,1.3862943611198906
98,Nordrhein-Westfalen,Borken,10-03,5.0,1.791759469228055
99,Nordrhein-Westfalen,Bottrop Städte,10-03,0.0,0.0
100,Brandenburg,Brandenburg an der Havel Städte,10-03,0.0,0.0
101,Baden-Württemberg,Breisgau-Hochschwarzwald,10-03,5.0,1.791759469228055
102,Bremen,Bremen Städte,10-03,4.0,1.6094379124341003
103,Baden-Württemberg,Calw,10-03,2.0,1.0986122886681098
104,Niedersachsen,Ammerland,10-03,1.0,0.6931471805599453
105,Bayern,Cham,10-03,0.0,0.0
106,Nordrhein-Westfalen,Cleves,10-03,0.0,0.0
107,Niedersachsen,Aurich,10-03,0.0,0.0
108,Bayern,Coburg,10-03,0.0,0.0
109,Bayern,Coburg Städte,10-03,0.0,0.0
110,Rheinland-Pfalz,Cochem-Zell,10-03,0.0,0.0
111,Nordrhein-Westfalen,Coesfeld,10-03,0.0,0.0
112,Nordrhein-Westfalen,Cologne Städte,10-03,3.0,1.3862943611198906
113,Brandenburg,Cottbus Städte,10-03,0.0,0.0
114,Niedersachsen,Braunschweig Städte,10-03,1.0,0.6931471805599453
115,Bayern,Dachau,10-03,0.0,0.0
116,Brandenburg,Dahme-Spreewald,10-03,0.0,0.0
117,Hessen,Darmstadt Städte,10-03,0.0,0.0
118,Hessen,Darmstadt-Dieburg,10-03,0.0,0.0
119,Bayern,Deggendorf,10-03,0.0,0.0
120,Niedersachsen,Celle,10-03,3.0,1.3862943611198906
121,Bayern,Dillingen,10-03,0.0,0.0
122,Bayern,Dingolfing-Landau,10-03,1.0,0.6931471805599453
123,Schleswig-Holstein,Dithmarschen,10-03,1.0,0.6931471805599453
124,Bayern,Donau-Ries,10-03,0.0,0.0
125,Rheinland-Pfalz,Donnersbergkreis,10-03,0.0,0.0
126,Nordrhein-Westfalen,Dortmund Städte,10-03,2.0,1.0986122886681098
127,Nordrhein-Westfalen,Duisburg Städte,10-03,3.0,1.3862943611198906
128,Nordrhein-Westfalen,Düren,10-03,4.0,1.6094379124341003
129,Nordrhein-Westfalen,Düsseldorf Städte,10-03,3.0,1.3862943611198906
130,Bayern,Ebersberg,10-03,7.0,2.0794415416798357
131,Thüringen,Eichsfeld,10-03,0.0,0.0
132,Bayern,Eichstätt,10-03,0.0,0.0
133,Brandenburg,Elbe-Elster,10-03,0.0,0.0
134,Niedersachsen,Cloppenburg,10-03,0.0,0.0
135,Baden-Württemberg,Emmendingen,10-03,3.0,1.3862943611198906
136,Niedersachsen,Diepholz,10-03,0.0,0.0
137,Nordrhein-Westfalen,Ennepe-Ruhr,10-03,0.0,0.0
138,Baden-Württemberg,Enz,10-03,1.0,0.6931471805599453
139,Bayern,Erding,10-03,0.0,0.0
140,Thüringen,Erfurt Städte,10-03,0.0,0.0
141,Bayern,Erlangen Städte,10-03,3.0,1.3862943611198906
142,Bayern,Erlangen-Höchstadt,10-03,3.0,1.3862943611198906
143,Nordrhein-Westfalen,Essen Städte,10-03,0.0,0.0
144,Baden-Württemberg,Esslingen,10-03,16.0,2.833213344056216
145,Nordrhein-Westfalen,Euskirchen,10-03,0.0,0.0
146,Schleswig-Holstein,Flensburg Städte,10-03,0.0,0.0
147,Bayern,Forchheim,10-03,0.0,0.0
148,Rheinland-Pfalz,Frankenthal Städte,10-03,0.0,0.0
149,Hessen,Frankfurt am Main Städte,10-03,6.0,1.9459101490553132
150,Brandenburg,Frankfurt am Oder Städte,10-03,0.0,0.0
151,Baden-Württemberg,Freiburg,10-03,4.0,1.6094379124341003
152,Bayern,Freising,10-03,36.0,3.6109179126442243
153,Baden-Württemberg,Freudenstadt,10-03,0.0,0.0
154,Bayern,Freyung-Grafenau,10-03,0.0,0.0
155,Niedersachsen,Emden Städte,10-03,0.0,0.0
156,Hessen,Fulda,10-03,0.0,0.0
157,Bayern,Fürstenfeldbruck,10-03,3.0,1.3862943611198906
158,Bayern,Fürth,10-03,0.0,0.0
159,Bayern,Fürth Städte,10-03,0.0,0.0
160,Bayern,Garmisch-Partenkirchen,10-03,1.0,0.6931471805599453
161,Nordrhein-Westfalen,Gelsenkirchen Städte,10-03,2.0,1.0986122886681098
162,Thüringen,Gera Städte,10-03,0.0,0.0
163,Rheinland-Pfalz,Germersheim,10-03,1.0,0.6931471805599453
164,Hessen,Gießen,10-03,2.0,1.0986122886681098
165,Niedersachsen,Emsland,10-03,0.0,0.0
166,Baden-Württemberg,Göppingen,10-03,2.0,1.0986122886681098
167,Niedersachsen,Friesland,10-03,0.0,0.0
168,Thüringen,Gotha,10-03,0.0,0.0
169,Niedersachsen,Gifhorn,10-03,0.0,0.0
170,Niedersachsen,Goslar,10-03,0.0,0.0
171,Thüringen,Greiz,10-03,0.0,0.0
172,Hessen,Groß-Gerau,10-03,1.0,0.6931471805599453
173,Bayern,Günzburg,10-03,0.0,0.0
174,Nordrhein-Westfalen,Gütersloh,10-03,0.0,0.0
175,Nordrhein-Westfalen,Hagen Städte,10-03,0.0,0.0
176,Hamburg,Hamburg Städte,10-03,4.0,1.6094379124341003
177,Niedersachsen,Grafschaft Bentheim,10-03,1.0,0.6931471805599453
178,Nordrhein-Westfalen,Hamm Städte,10-03,0.0,0.0
179,Niedersachsen,Hamelin-Pyrmont,10-03,0.0,0.0
180,Niedersachsen,Hanover,10-03,6.0,1.9459101490553132
181,Bayern,Haßberge,10-03,0.0,0.0
182,Brandenburg,Havelland,10-03,2.0,1.0986122886681098
183,Baden-Württemberg,Heidelberg Städte,10-03,1.0,0.6931471805599453
184,Baden-Württemberg,Heidenheim,10-03,0.0,0.0
185,Baden-Württemberg,Heilbronn,10-03,0.0,0.0
186,Baden-Württemberg,Heilbronn city Städte,10-03,0.0,0.0
187,Nordrhein-Westfalen,Heinsberg,10-03,250.0,5.5254529391317835
188,Niedersachsen,Harburg,10-03,3.0,1.3862943611198906
189,Nordrhein-Westfalen,Herford,10-03,2.0,1.0986122886681098
190,Nordrhein-Westfalen,Herne Städte,10-03,0.0,0.0
191,Hessen,Hersfeld-Rotenburg,10-03,0.0,0.0
192,Thüringen,Hildburghausen,10-03,0.0,0.0
193,Niedersachsen,Helmstedt,10-03,0.0,0.0
194,Nordrhein-Westfalen,Hochsauerlandkreis,10-03,0.0,0.0
195,Hessen,Hochtaunuskreis,10-03,2.0,1.0986122886681098
196,Bayern,Hof,10-03,0.0,0.0
197,Bayern,Hof Städte,10-03,0.0,0.0
198,Baden-Württemberg,Hohenlohe,10-03,2.0,1.0986122886681098
199,Niedersachsen,Hildesheim,10-03,1.0,0.6931471805599453
200,Nordrhein-Westfalen,Höxter,10-03,0.0,0.0
201,Thüringen,Ilm-Kreis,10-03,0.0,0.0
202,Bayern,Ingolstadt Städte,10-03,1.0,0.6931471805599453
203,Thüringen,Jena Städte,10-03,0.0,0.0
204,Rheinland-Pfalz,Kaiserslautern,10-03,0.0,0.0
205,Rheinland-Pfalz,Kaiserslautern Städte,10-03,4.0,1.6094379124341003
206,Baden-Württemberg,Karlsruhe,10-03,0.0,0.0
207,Baden-Württemberg,Karlsruhe Städte,10-03,0.0,0.0
208,Hessen,Kassel,10-03,1.0,0.6931471805599453
209,Hessen,Kassel Städte,10-03,0.0,0.0
210,Bayern,Kaufbeuren Städte,10-03,0.0,0.0
211,Bayern,Kelheim,10-03,2.0,1.0986122886681098
212,Bayern,Kempten Städte,10-03,0.0,0.0
213,Schleswig-Holstein,Kiel Städte,10-03,0.0,0.0
214,Bayern,Kitzingen,10-03,0.0,0.0
215,Rheinland-Pfalz,Koblenz Coblenz Städte,10-03,5.0,1.791759469228055
216,Baden-Württemberg,Konstanz,10-03,0.0,0.0
217,Nordrhein-Westfalen,Krefeld Städte,10-03,0.0,0.0
218,Bayern,Kronach,10-03,0.0,0.0
219,Bayern,Kulmbach,10-03,0.0,0.0
220,Rheinland-Pfalz,Kusel,10-03,0.0,0.0
221,Thüringen,Kyffhäuserkreis,10-03,0.0,0.0
222,Hessen,Lahn-Dill-Kreis,10-03,2.0,1.0986122886681098
223,Rheinland-Pfalz,Landau Städte,10-03,0.0,0.0
224,Bayern,Landsberg,10-03,1.0,0.6931471805599453
225,Bayern,Landshut,10-03,0.0,0.0
226,Bayern,Landshut Städte,10-03,0.0,0.0
227,Schleswig-Holstein,Lauenburg,10-03,1.0,0.6931471805599453
228,Niedersachsen,Holzminden,10-03,0.0,0.0
229,Nordrhein-Westfalen,Leverkusen Städte,10-03,0.0,0.0
230,Bayern,Lichtenfels,10-03,0.0,0.0
231,Hessen,Limburg-Weilburg,10-03,0.0,0.0
232,Bayern,Lindau,10-03,5.0,1.791759469228055
233,Nordrhein-Westfalen,Lippe,10-03,1.0,0.6931471805599453
234,Baden-Württemberg,Lörrach,10-03,1.0,0.6931471805599453
235,Schleswig-Holstein,Lübeck Städte,10-03,0.0,0.0
236,Niedersachsen,Leer,10-03,1.0,0.6931471805599453
237,Baden-Württemberg,Ludwigsburg,10-03,4.0,1.6094379124341003
238,Rheinland-Pfalz,Ludwigshafen Städte,10-03,0.0,0.0
239,Niedersachsen,Lüchow-Dannenberg,10-03,0.0,0.0
240,Hessen,Main-Kinzig-Kreis,10-03,1.0,0.6931471805599453
241,Bayern,Main-Spessart,10-03,0.0,0.0
242,Baden-Württemberg,Main-Tauber,10-03,2.0,1.0986122886681098
243,Hessen,Main-Taunus-Kreis Städte,10-03,0.0,0.0
244,Rheinland-Pfalz,Mainz Städte,10-03,1.0,0.6931471805599453
245,Rheinland-Pfalz,Mainz-Bingen,10-03,1.0,0.6931471805599453
246,Baden-Württemberg,Mannheim Städte,10-03,6.0,1.9459101490553132
247,Hessen,Marburg-Biedenkopf,10-03,0.0,0.0
248,Brandenburg,Märkisch-Oderland,10-03,0.0,0.0
249,Nordrhein-Westfalen,Märkischer Kreis,10-03,5.0,1.791759469228055
250,Rheinland-Pfalz,Mayen-Koblenz,10-03,0.0,0.0
251,Bayern,Memmingen Städte,10-03,0.0,0.0
252,Saarland,Merzig-Wadern,10-03,1.0,0.6931471805599453
253,Nordrhein-Westfalen,Mettmann,10-03,5.0,1.791759469228055
254,Bayern,Miesbach,10-03,1.0,0.6931471805599453
255,Bayern,Miltenberg,10-03,0.0,0.0
256,Nordrhein-Westfalen,Minden-Lübbecke,10-03,0.0,0.0
257,Nordrhein-Westfalen,Mönchengladbach Städte,10-03,0.0,0.0
258,Bayern,Mühldorf,10-03,0.0,0.0
259,Nordrhein-Westfalen,Mülheim Städte,10-03,0.0,0.0
260,Bayern,München,10-03,1.0,0.6931471805599453
261,Bayern,Munich Städte,10-03,43.0,3.784189633918261
262,Nordrhein-Westfalen,Münster Städte,10-03,3.0,1.3862943611198906
263,Baden-Württemberg,Neckar-Odenwald-Kreis,10-03,0.0,0.0
264,Bayern,Neu-Ulm,10-03,0.0,0.0
265,Bayern,Neuburg-Schrobenhausen,10-03,0.0,0.0
266,Bayern,Neumarkt,10-03,0.0,0.0
267,Schleswig-Holstein,Neumünster Städte,10-03,0.0,0.0
268,Saarland,Neunkirchen,10-03,1.0,0.6931471805599453
269,Bayern,Neustadt,10-03,0.0,0.0
270,Rheinland-Pfalz,Neustadt Städte,10-03,1.0,0.6931471805599453
271,Bayern,Neustadt-Bad Windsheim,10-03,0.0,0.0
272,Rheinland-Pfalz,Neuwied,10-03,0.0,0.0
273,Niedersachsen,Lüneburg,10-03,0.0,0.0
274,Schleswig-Holstein,Nordfriesland,10-03,0.0,0.0
275,Thüringen,Nordhausen,10-03,0.0,0.0
276,Niedersachsen,Nienburg,10-03,0.0,0.0
277,Bayern,Nuremberg Städte,10-03,4.0,1.6094379124341003
278,Bayern,Nürnberger Land,10-03,0.0,0.0
279,Bayern,Oberallgäu,10-03,0.0,0.0
280,Nordrhein-Westfalen,Oberbergischer Kreis,10-03,0.0,0.0
281,Nordrhein-Westfalen,Oberhausen Städte,10-03,0.0,0.0
282,Brandenburg,Oberhavel,10-03,1.0,0.6931471805599453
283,Brandenburg,Oberspreewald-Lausitz,10-03,0.0,0.0
284,Hessen,Odenwaldkreis,10-03,0.0,0.0
285,Brandenburg,Oder-Spree,10-03,0.0,0.0
286,Hessen,Offenbach,10-03,0.0,0.0
287,Hessen,Offenbach am Main Städte,10-03,0.0,0.0
288,Niedersachsen,Northeim,10-03,0.0,0.0
289,Nordrhein-Westfalen,Olpe,10-03,0.0,0.0
290,Baden-Württemberg,Ortenaukreis,10-03,4.0,1.6094379124341003
291,Niedersachsen,Oldenburg Städte,10-03,0.0,0.0
292,Niedersachsen,Osnabrück,10-03,0.0,0.0
293,Baden-Württemberg,Ostalbkreis,10-03,3.0,1.3862943611198906
294,Bayern,Ostallgäu,10-03,3.0,1.3862943611198906
295,Niedersachsen,Osnabrück Städte,10-03,0.0,0.0
296,Niedersachsen,Osterholz,10-03,0.0,0.0
297,Schleswig-Holstein,Ostholstein,10-03,0.0,0.0
298,Brandenburg,Ostprignitz-Ruppin,10-03,0.0,0.0
299,Nordrhein-Westfalen,Paderborn,10-03,0.0,0.0
300,Bayern,Passau,10-03,3.0,1.3862943611198906
301,Bayern,Passau Städte,10-03,0.0,0.0
302,Niedersachsen,Peine,10-03,0.0,0.0
303,Bayern,Pfaffenhofen,10-03,0.0,0.0
304,Baden-Württemberg,Pforzheim Städte,10-03,0.0,0.0
305,Schleswig-Holstein,Pinneberg,10-03,2.0,1.0986122886681098
306,Schleswig-Holstein,Plön,10-03,0.0,0.0
307,Brandenburg,Potsdam Städte,10-03,0.0,0.0
308,Brandenburg,Potsdam-Mittelmark,10-03,0.0,0.0
309,Brandenburg,Prignitz,10-03,0.0,0.0
310,Baden-Württemberg,Rastatt,10-03,0.0,0.0
311,Baden-Württemberg,Ravensburg,10-03,0.0,0.0
312,Nordrhein-Westfalen,Recklinghausen,10-03,0.0,0.0
313,Bayern,Regen,10-03,0.0,0.0
314,Bayern,Regensburg,10-03,0.0,0.0
315,Bayern,Regensburg Städte,10-03,0.0,0.0
316,Baden-Württemberg,Rems-Murr-Kreis,10-03,3.0,1.3862943611198906
317,Nordrhein-Westfalen,Remscheid Städte,10-03,0.0,0.0
318,Schleswig-Holstein,Rendsburg-Eckernförde,10-03,0.0,0.0
319,Baden-Württemberg,Reutlingen,10-03,0.0,0.0
320,Nordrhein-Westfalen,Rhein-Erft-Kreis,10-03,0.0,0.0
321,Rheinland-Pfalz,Rhein-Hunsrück,10-03,0.0,0.0
322,Nordrhein-Westfalen,Rhein-Kreis Neuss,10-03,2.0,1.0986122886681098
323,Rheinland-Pfalz,Rhein-Lahn,10-03,0.0,0.0
324,Baden-Württemberg,Rhein-Neckar-Kreis,10-03,1.0,0.6931471805599453
325,Rheinland-Pfalz,Rhein-Pfalz-Kreis,10-03,0.0,0.0
326,Nordrhein-Westfalen,Rhein-Sieg,10-03,1.0,0.6931471805599453
327,Hessen,Rheingau-Taunus-Kreis,10-03,0.0,0.0
328,Nordrhein-Westfalen,Rheinisch-Bergischer Kreis,10-03,0.0,0.0
329,Bayern,Rhön-Grabfeld,10-03,0.0,0.0
330,Sachsen,Chemnitz Städte,10-03,0.0,0.0
331,Bayern,Rosenheim,10-03,1.0,0.6931471805599453
332,Bayern,Rosenheim Städte,10-03,0.0,0.0
333,Niedersachsen,Rotenburg,10-03,2.0,1.0986122886681098
334,Bayern,Roth,10-03,1.0,0.6931471805599453
335,Bayern,Rottal-Inn,10-03,0.0,0.0
336,Baden-Württemberg,Rottweil,10-03,1.0,0.6931471805599453
337,Thüringen,Saale-Holzland,10-03,0.0,0.0
338,Thüringen,Saale-Orla,10-03,1.0,0.6931471805599453
339,Thüringen,Saalfeld-Rudolstadt,10-03,0.0,0.0
340,Sachsen-Anhalt,Altmarkkreis Salzwedel,10-03,0.0,0.0
341,Saarland,Saarbrücken Städte,10-03,0.0,0.0
342,Saarland,Saarlouis,10-03,0.0,0.0
343,Saarland,Saarpfalz,10-03,0.0,0.0
344,Sachsen,Döbeln,10-03,0.0,0.0
345,Niedersachsen,Salzgitter Städte,10-03,0.0,0.0
346,Sachsen-Anhalt,Dessau Städte,10-03,0.0,0.0
347,Saarland,Sankt Wendel,10-03,0.0,0.0
348,Niedersachsen,Schaumburg,10-03,0.0,0.0
349,Schleswig-Holstein,Schleswig-Flensburg,10-03,0.0,0.0
350,Thüringen,Schmalkalden-Meiningen,10-03,0.0,0.0
351,Sachsen-Anhalt,Halle Städte,10-03,0.0,0.0
352,Bayern,Schwabach Städte,10-03,1.0,0.6931471805599453
353,Baden-Württemberg,Schwäbisch Hall,10-03,0.0,0.0
354,Hessen,Schwalm-Eder-Kreis,10-03,0.0,0.0
355,Bayern,Schwandorf,10-03,0.0,0.0
356,Baden-Württemberg,Schwarzwald-Baar-Kreis,10-03,0.0,0.0
357,Bayern,Schweinfurt,10-03,0.0,0.0
358,Bayern,Schweinfurt Städte,10-03,0.0,0.0
359,Schleswig-Holstein,Segeberg,10-03,2.0,1.0986122886681098
360,Nordrhein-Westfalen,Siegen-Wittgenstein,10-03,0.0,0.0
361,Baden-Württemberg,Sigmaringen,10-03,1.0,0.6931471805599453
362,Nordrhein-Westfalen,Soest,10-03,0.0,0.0
363,Nordrhein-Westfalen,Solingen Städte,10-03,0.0,0.0
364,Niedersachsen,Soltau-Fallingbostel,10-03,0.0,0.0
365,Thüringen,Sömmerda,10-03,0.0,0.0
366,Thüringen,Sonneberg,10-03,0.0,0.0
367,Rheinland-Pfalz,Speyer Spires Städte,10-03,0.0,0.0
368,Brandenburg,Spree-Neiße,10-03,0.0,0.0
369,Niedersachsen,Stade,10-03,2.0,1.0986122886681098
370,Bayern,Starnberg,10-03,9.0,2.302585092994046
371,Schleswig-Holstein,Steinburg,10-03,0.0,0.0
372,Nordrhein-Westfalen,Steinfurt,10-03,0.0,0.0
373,Sachsen-Anhalt,Jerichower Land,10-03,0.0,0.0
374,Sachsen,Dresden Städte,10-03,2.0,1.0986122886681098
375,Schleswig-Holstein,Stormarn,10-03,0.0,0.0
376,Bayern,Straubing Städte,10-03,0.0,0.0
377,Bayern,Straubing-Bogen,10-03,0.0,0.0
378,Baden-Württemberg,Stuttgart Städte,10-03,11.0,2.4849066497880004
379,Rheinland-Pfalz,Südliche Weinstraße,10-03,0.0,0.0
380,Rheinland-Pfalz,Südwestpfalz,10-03,0.0,0.0
381,Thüringen,Suhl Städte,10-03,0.0,0.0
382,Brandenburg,Teltow-Fläming,10-03,0.0,0.0
383,Bayern,Tirschenreuth,10-03,0.0,0.0
384,Sachsen,Freiberg,10-03,0.0,0.0
385,Bayern,Traunstein,10-03,4.0,1.6094379124341003
386,Rheinland-Pfalz,Trier Städte,10-03,0.0,0.0
387,Rheinland-Pfalz,Trier-Saarburg,10-03,0.0,0.0
388,Baden-Württemberg,Tübingen,10-03,2.0,1.0986122886681098
389,Baden-Württemberg,Tuttlingen,10-03,0.0,0.0
390,Brandenburg,Uckermark,10-03,0.0,0.0
391,Mecklenburg-Vorpommern,Rostock Städte,10-03,0.0,0.0
392,Niedersachsen,Uelzen,10-03,0.0,0.0
393,Baden-Württemberg,Ulm Städte,10-03,0.0,0.0
394,Nordrhein-Westfalen,Unna,10-03,1.0,0.6931471805599453
395,Thüringen,Unstrut-Hainich,10-03,0.0,0.0
396,Bayern,Unterallgäu,10-03,0.0,0.0
397,Niedersachsen,Vechta,10-03,0.0,0.0
398,Niedersachsen,Verden,10-03,0.0,0.0
399,Nordrhein-Westfalen,Viersen,10-03,0.0,0.0
400,Hessen,Vogelsbergkreis,10-03,1.0,0.6931471805599453
401,Sachsen,Leipzig Städte,10-03,1.0,0.6931471805599453
402,Rheinland-Pfalz,Vulkaneifel,10-03,0.0,0.0
403,Hessen,Waldeck-Frankenberg,10-03,1.0,0.6931471805599453
404,Baden-Württemberg,Waldshut,10-03,0.0,0.0
405,Nordrhein-Westfalen,Warendorf,10-03,0.0,0.0
406,Thüringen,Wartburgkreis,10-03,0.0,0.0
407,Bayern,Weiden Städte,10-03,0.0,0.0
408,Bayern,Weilheim-Schongau,10-03,0.0,0.0
409,Thüringen,Weimar Städte,10-03,0.0,0.0
410,Thüringen,Weimarer Land,10-03,0.0,0.0
411,Bayern,Weißenburg-Gunzenhausen,10-03,0.0,0.0
412,Sachsen-Anhalt,Magdeburg Städte,10-03,0.0,0.0
413,Sachsen,Mittweida,10-03,0.0,0.0
414,Sachsen-Anhalt,Stendal,10-03,0.0,0.0
415,Hessen,Werra-Meißner-Kreis,10-03,0.0,0.0
416,Nordrhein-Westfalen,Wesel,10-03,1.0,0.6931471805599453
417,Niedersachsen,Wesermarsch,10-03,0.0,0.0
418,Rheinland-Pfalz,Westerwaldkreis,10-03,0.0,0.0
419,Hessen,Wetteraukreis,10-03,0.0,0.0
420,Hessen,Wiesbaden Städte,10-03,0.0,0.0
421,Niedersachsen,Wilhelmshaven Städte,10-03,0.0,0.0
422,Mecklenburg-Vorpommern,Schwerin Städte,10-03,0.0,0.0
423,Sachsen-Anhalt,Wittenberg,10-03,0.0,0.0
424,Niedersachsen,Wittmund,10-03,0.0,0.0
425,Niedersachsen,Wolfenbüttel,10-03,0.0,0.0
426,Niedersachsen,Wolfsburg Städte,10-03,0.0,0.0
427,Rheinland-Pfalz,Worms Städte,10-03,0.0,0.0
428,Bayern,Wunsiedel,10-03,0.0,0.0
